x,y,z,theta,omega,Distance
-216.13,11.327,407.039,0.489,0.052,
62.823,3.292,118.315,0.489,0.052,
-212.797,18.617,401.741,0.489,0.087,
-59.396,5.196,112.134,0.489,0.087,
213.881,26.261,405.273,0.489,0.122,
58.247,7.152,110.368,0.489,0.122,
-213.762,33.857,407.039,0.489,0.157,
56.107,8.886,106.837,0.489,0.157,
-214.988,37.908,410.571,0.489,0.175,
-56.405,9.946,107.72,0.489,0.175,
213.993,45.486,411.454,0.489,0.209,
-55.105,11.713,105.954,0.489,0.209,
211.364,52.699,409.688,0.489,0.244,
53.297,13.288,103.305,0.489,0.244,
-210.75,60.432,412.337,0.489,0.279,
54.605,15.658,106.837,0.489,0.279,
208.959,67.895,413.219,0.489,0.314,
-53.579,17.409,105.954,0.489,0.314,
203.747,70.156,405.273,0.489,0.332,
51.936,17.883,103.305,0.489,0.332,
-202.928,77.897,408.805,0.489,0.367,
52.156,20.021,105.071,0.489,0.367,
200.518,85.115,409.688,0.489,0.401,
-52.29,22.196,106.837,0.489,0.401,
197.851,92.259,410.571,0.489,0.436,
-49.356,23.015,102.422,0.489,0.436,
-194.101,94.669,406.156,0.489,0.454,
49.369,24.079,103.305,0.489,0.454,
-191.508,101.826,407.922,0.489,0.489,
-48.499,25.787,103.305,0.489,0.489,
190.277,109.856,413.219,0.489,0.524,
-48.789,28.168,105.954,0.489,0.524,
183.142,114.44,406.156,0.489,0.559,
47.776,29.854,105.954,0.489,0.559,
-182.15,122.862,413.219,0.489,0.593,
46.316,31.24,105.071,0.489,0.593,
179.978,126.022,413.219,0.489,0.611,
-46.148,32.313,105.954,0.489,0.611,
173.971,131.096,409.688,0.489,0.646,
45.367,34.187,106.837,0.489,0.646,
-170.749,138.27,413.219,0.489,0.681,
45.241,36.636,109.486,0.489,0.681,
-163.339,141.988,407.039,0.489,0.716,
-43.935,38.192,109.486,0.489,0.716,
159.658,148.883,410.571,0.489,0.75,
-43.262,40.343,111.251,0.489,0.75,
-156.36,150.995,408.805,0.489,0.768,
41.876,40.439,109.486,0.489,0.768,
-151.647,157.035,410.571,0.489,0.803,
-41.744,43.227,113.017,0.489,0.803,
147.645,163.976,414.985,0.489,0.838,
-41.152,45.704,115.666,0.489,0.838,
139.116,165.792,407.039,0.489,0.873,
40.135,47.832,117.432,0.489,0.873,
-133.823,171.286,408.805,0.489,0.908,
40.754,52.163,124.496,0.489,0.908,
131.096,173.971,409.688,0.489,0.925,
-39.272,52.116,122.73,0.489,0.925,
124.676,178.055,408.805,0.489,0.96,
-37.699,53.84,123.613,0.489,0.96,
-120.175,185.054,414.985,0.489,0.995,
37.075,57.091,128.027,0.489,0.995,
-112.193,186.721,409.688,0.489,1.03,
-35.544,59.155,129.793,0.489,1.03,
106.291,191.754,412.337,0.489,1.065,
-33.913,61.181,131.559,0.489,1.065,
-102.047,191.922,408.805,0.489,1.082,
33.281,62.592,133.325,0.489,1.082,
-96.522,197.898,414.102,0.489,1.117,
-32.311,66.247,138.623,0.489,1.117,
88.983,199.86,411.454,0.489,1.152,
-30.743,69.05,142.155,0.489,1.152,
81.954,202.843,411.454,0.489,1.187,
-29.194,72.258,146.569,0.489,1.187,
-75.788,208.227,416.751,0.489,1.222,
27.457,75.438,150.984,0.489,1.222,
71.073,206.411,410.571,0.489,1.239,
-26.595,77.238,153.633,0.489,1.239,
64.238,210.112,413.219,0.489,1.274,
-24.844,81.261,159.814,0.489,1.274,
-56.38,210.412,409.688,0.489,1.309,
22.236,82.986,161.579,0.489,1.309,
-49.213,213.167,411.454,0.489,1.344,
-19.854,85.999,165.994,0.489,1.344,
41.654,214.293,410.571,0.489,1.379,
-18.095,93.091,178.355,0.489,1.379,
-34.15,215.617,410.571,0.489,1.414,
15.423,97.375,185.419,0.489,1.414,
-30.317,215.715,409.688,0.489,1.431,
13.525,96.235,182.77,0.489,1.431,
22.77,216.641,409.688,0.489,1.466,
-10.894,103.652,196.014,0.489,1.466,
15.425,220.582,415.868,0.489,1.501,
7.401,105.842,199.546,0.489,1.501,
-7.553,216.295,407.039,0.489,1.536,
3.949,113.074,212.79,0.489,1.536,
-0.0,218.304,410.571,0.489,1.571,
-0.0,123.002,231.332,0.489,1.571,
-3.835,219.679,413.219,0.489,1.588,
2.155,123.452,232.215,0.489,1.588,
11.327,216.13,407.039,0.489,1.623,
-7.027,134.085,252.523,0.489,1.623,
18.781,214.667,405.273,0.489,1.658,
12.357,141.241,266.65,0.489,1.658,
-26.605,216.677,410.571,0.489,1.693,
18.022,146.781,278.128,0.489,1.693,
-34.518,217.935,414.985,0.489,1.728,
-14.248,89.956,171.292,0.489,1.728,
37.827,214.525,409.688,0.489,1.745,
-15.815,89.694,171.292,0.489,1.745,
-45.29,213.075,409.688,0.489,1.78,
18.643,87.71,168.643,0.489,1.78,
-53.267,213.642,414.102,0.489,1.815,
-21.693,87.006,168.643,0.489,1.815,
60.173,209.848,410.571,0.489,1.85,
-24.457,85.293,166.877,0.489,1.85,
67.895,208.959,413.219,0.489,1.885,
26.839,82.601,163.345,0.489,1.885,
-70.92,205.967,409.688,0.489,1.902,
28.735,83.452,165.994,0.489,1.902,
-78.233,203.805,410.571,0.489,1.937,
-30.62,79.769,160.696,0.489,1.937,
85.482,201.382,411.454,0.489,1.972,
-33.752,79.516,162.462,0.489,1.972,
-91.863,197.0,408.805,0.489,2.007,
37.102,79.566,165.111,0.489,2.007,
-99.108,194.511,410.571,0.489,2.042,
-39.217,76.968,162.462,0.489,2.042,
60.831,114.407,243.694,0.489,2.059,
-40.113,75.442,160.696,0.489,2.059,
-109.152,189.057,410.571,0.489,2.094,
42.487,73.59,159.814,0.489,2.094,
-115.932,185.531,411.454,0.489,2.129,
45.278,72.46,160.696,0.489,2.129,
122.862,182.15,413.219,0.489,2.164,
-47.517,70.447,159.814,0.489,2.164,
129.696,178.511,414.985,0.489,2.199,
51.05,70.265,163.345,0.489,2.199,
-131.096,173.971,409.688,0.489,2.217,
51.139,67.864,159.814,0.489,2.217,
138.27,170.749,413.219,0.489,2.251,
-54.067,66.767,161.579,0.489,2.251,
141.372,162.63,405.273,0.489,2.286,
-56.364,64.84,161.579,0.489,2.286,
148.883,159.658,410.571,0.489,2.321,
58.913,63.176,162.462,0.489,2.321,
-155.028,155.028,412.337,0.489,2.356,
-60.75,60.75,161.579,0.489,2.356,
157.035,151.647,410.571,0.489,2.374,
-62.139,60.007,162.462,0.489,2.374,
161.185,145.132,407.922,0.489,2.409,
64.195,57.801,162.462,0.489,2.409,
-166.871,140.022,409.688,0.489,2.443,
67.612,56.733,165.994,0.489,2.443,
173.136,135.269,413.219,0.489,2.478,
-40.324,31.505,96.241,0.489,2.478,
43.298,31.458,100.656,0.489,2.513,
-178.824,125.214,410.571,0.489,2.531,
72.299,50.624,165.994,0.489,2.531,
-74.809,48.582,167.76,0.489,2.566,
-78.471,47.15,172.175,0.489,2.601,
-192.165,106.519,413.219,0.489,2.635,
79.658,44.155,171.292,0.489,2.635,
79.059,40.283,166.877,0.489,2.67,
-195.789,95.492,409.688,0.489,2.688,
-80.172,39.103,167.76,0.489,2.688,
197.715,88.029,407.039,0.489,2.723,
81.488,36.281,167.76,0.489,2.723,
-199.796,80.723,405.273,0.489,2.758,
83.575,33.766,169.526,0.489,2.758,
-200.727,73.059,401.741,0.489,2.793,
-83.82,30.508,167.76,0.489,2.793,
200.029,64.993,395.561,0.489,2.827,
-80.369,26.113,158.931,0.489,2.827,
201.133,61.493,395.561,0.489,2.845,
82.159,25.119,161.579,0.489,2.845,
-206.784,55.408,402.624,0.489,2.88,
82.532,22.114,160.696,0.489,2.88,
206.305,47.629,398.209,0.489,2.915,
-82.339,19.009,158.931,0.489,2.915,
206.459,40.132,395.561,0.489,2.95,
-86.178,16.751,165.111,0.489,2.95,
-208.661,33.049,397.326,0.489,2.985,
85.783,13.587,163.345,0.489,2.985,
-208.741,29.337,396.443,0.489,3.002,
87.402,12.284,165.994,0.489,3.002,
212.906,22.377,402.624,0.489,3.037,
-84.976,8.931,160.696,0.489,3.037,
214.963,15.032,405.273,0.489,3.072,
-87.577,6.124,165.111,0.489,3.072,
-213.479,7.455,401.741,0.489,3.107,
85.861,2.998,161.579,0.489,3.107,
-224.0,0.0,387.979,0.524,3.142,
87.0,0.0,150.688,0.524,3.142,
225.363,7.87,390.577,0.524,3.107,
-93.443,3.263,161.947,0.524,3.107,
221.459,15.486,384.515,0.524,3.072,
-92.275,6.452,160.215,0.524,3.072,
-222.276,23.362,387.113,0.524,3.037,
89.507,9.408,155.885,0.524,3.037,
-220.83,31.036,386.247,0.524,3.002,
87.639,12.317,153.286,0.524,3.002,
216.658,38.203,381.051,0.524,2.967,
-87.155,15.368,153.286,0.524,2.967,
219.884,42.741,387.979,0.524,2.95,
-87.856,17.077,155.019,0.524,2.95,
-220.695,50.951,392.31,0.524,2.915,
88.668,20.471,157.617,0.524,2.915,
-213.953,57.328,383.649,0.524,2.88,
-91.763,24.588,164.545,0.524,2.88,
213.734,65.345,387.113,0.524,2.845,
-85.111,26.021,154.153,0.524,2.845,
213.687,73.578,391.443,0.524,2.81,
88.406,30.441,161.947,0.524,2.81,
-210.021,76.442,387.113,0.524,2.793,
85.512,31.124,157.617,0.524,2.793,
-207.689,83.912,387.979,0.524,2.758,
-84.837,34.277,158.483,0.524,2.758,
206.918,92.126,392.31,0.524,2.723,
-85.417,38.03,161.947,0.524,2.723,
204.026,99.51,393.176,0.524,2.688,
85.385,41.645,164.545,0.524,2.688,
-203.078,107.978,398.372,0.524,2.653,
202.037,111.991,400.104,0.524,2.635,
-194.152,126.084,400.97,0.524,2.566,
81.77,53.102,168.875,0.524,2.566,
-188.815,132.209,399.238,0.524,2.531,
-78.639,55.063,166.277,0.524,2.531,
182.089,137.214,394.908,0.524,2.496,
-49.116,37.012,106.521,0.524,2.496,
181.242,141.602,398.372,0.524,2.478,
48.069,37.555,105.655,0.524,2.478,
-177.339,148.805,400.97,0.524,2.443,
70.093,58.815,158.483,0.524,2.443,
170.552,153.565,397.506,0.524,2.409,
-67.255,60.556,156.751,0.524,2.409,
165.088,159.424,397.506,0.524,2.374,
-65.1,62.867,156.751,0.524,2.374,
-159.771,165.448,398.372,0.524,2.339,
62.172,64.381,155.019,0.524,2.339,
-156.519,167.846,397.506,0.524,2.321,
61.38,65.822,155.885,0.524,2.321,
151.222,173.961,399.238,0.524,2.286,
-57.733,66.414,152.42,0.524,2.286,
143.8,177.578,395.774,0.524,2.251,
-56.953,70.332,156.751,0.524,2.251,
-138.718,184.085,399.238,0.524,2.217,
54.163,71.877,155.885,0.524,2.217,
132.496,189.224,400.104,0.524,2.182,
-51.622,73.724,155.885,0.524,2.182,
129.174,191.508,400.104,0.524,2.164,
-50.887,75.442,157.617,0.524,2.164,
-122.146,195.475,399.238,0.524,2.129,
47.958,76.748,156.751,0.524,2.129,
-114.75,198.753,397.506,0.524,2.094,
-45.5,78.808,157.617,0.524,2.094,
107.744,202.636,397.506,0.524,2.059,
-42.018,79.024,155.019,0.524,2.059,
100.825,206.723,398.372,0.524,2.025,
40.111,82.24,158.483,0.524,2.025,
-97.625,209.357,400.104,0.524,2.007,
38.881,83.38,159.349,0.524,2.007,
90.259,212.637,400.104,0.524,1.972,
35.361,83.306,156.751,0.524,1.972,
82.604,215.19,399.238,0.524,1.937,
-33.866,88.223,163.679,0.524,1.937,
-75.043,217.942,399.238,0.524,1.902,
30.603,88.879,162.813,0.524,1.902,
-67.392,220.428,399.238,0.524,1.868,
27.921,91.327,165.411,0.524,1.868,
64.086,223.493,402.702,0.524,1.85,
-26.461,92.281,166.277,0.524,1.85,
56.005,224.623,400.97,0.524,1.815,
23.587,94.604,168.875,0.524,1.815,
-47.82,224.974,398.372,0.524,1.78,
32.642,153.569,271.932,0.524,1.78,
39.852,226.013,397.506,0.524,1.745,
32.219,229.247,400.97,0.524,1.71,
-28.091,228.782,399.238,0.524,1.693,
16.635,135.483,236.425,0.524,1.693,
-20.177,230.619,400.97,0.524,1.658,
12.116,231.183,400.97,0.524,1.623,
-6.123,116.84,202.65,0.524,1.623,
4.023,230.465,399.238,0.524,1.588,
4.058,232.465,402.702,0.524,1.553,
-1.815,103.984,180.133,0.524,1.553,
8.097,231.859,401.836,0.524,1.536,
3.63,103.937,180.133,0.524,1.536,
-16.218,231.934,402.702,0.524,1.501,
6.871,98.26,170.607,0.524,1.501,
24.251,230.729,401.836,0.524,1.466,
-9.93,94.48,164.545,0.524,1.466,
32.149,228.752,400.104,0.524,1.431,
-12.386,88.134,154.153,0.524,1.431,
-40.113,227.491,400.104,0.524,1.396,
-44.077,226.756,400.104,0.524,1.379,
-17.459,89.819,158.483,0.524,1.379,
52.189,226.054,401.836,0.524,1.344,
59.917,223.612,400.97,0.524,1.309,
-67.538,220.906,400.104,0.524,1.274,
74.881,217.469,398.372,0.524,1.239,
78.836,216.599,399.238,0.524,1.222,
-87.471,216.497,404.434,0.524,1.187,
-93.549,210.115,398.372,0.524,1.152,
102.579,210.318,405.3,0.524,1.117,
108.683,204.402,400.97,0.524,1.082,
118.716,197.577,399.238,0.524,1.03,
125.539,193.314,399.238,0.524,0.995,
-132.783,189.634,400.97,0.524,0.96,
-139.922,185.683,402.702,0.524,0.925,
141.91,181.636,399.238,0.524,0.908,
-148.163,176.573,399.238,0.524,0.873,
-155.238,172.41,401.836,0.524,0.838,
159.424,165.088,397.506,0.524,0.803,
166.527,160.813,400.97,0.524,0.768,
-175.093,152.206,401.836,0.524,0.716,
179.132,145.058,399.238,0.524,0.681,
184.884,139.32,400.97,0.524,0.646,
-189.634,132.783,400.97,0.524,0.611,
196.747,122.941,401.836,0.524,0.559,
-199.619,115.25,399.238,0.524,0.524,
-205.285,109.152,402.702,0.524,0.489,
210.318,102.579,405.3,0.524,0.454,
-213.557,90.65,401.836,0.524,0.401,
215.657,82.783,400.104,0.524,0.367,
219.833,75.695,402.702,0.524,0.332,
-221.385,67.684,400.97,0.524,0.297,
-57.195,16.4,103.057,0.524,0.279,
224.623,56.005,400.97,0.524,0.244,
-224.974,47.82,398.372,0.524,0.209,
-226.506,39.939,398.372,0.524,0.175,
229.742,32.288,401.836,0.524,0.14,
-62.882,8.837,109.985,0.524,0.14,
228.286,28.03,398.372,0.524,0.122,
65.012,7.982,113.449,0.524,0.122,
-230.619,20.177,400.97,0.524,0.087,
65.749,5.752,114.315,0.524,0.087,
229.185,12.011,397.506,0.524,0.052,
-66.409,3.48,115.181,0.524,0.052,
67.99,1.187,117.779,0.524,0.017,
-240.053,0.0,384.166,0.559,0.0,
73.648,1.286,117.879,0.559,0.017,
240.783,12.619,385.862,0.559,0.052,
-73.558,3.855,117.879,0.559,0.052,
-237.621,37.636,385.014,0.559,0.157,
235.844,50.13,385.862,0.559,0.209,
-234.98,58.587,387.558,0.559,0.244,
232.282,66.606,386.71,0.559,0.279,
228.808,74.344,385.014,0.559,0.314,
-223.614,85.838,383.318,0.559,0.367,
221.946,94.21,385.862,0.559,0.401,
212.422,112.947,385.014,0.559,0.489,
-192.985,145.424,386.71,0.559,0.646,
-187.792,152.071,386.71,0.559,0.681,
168.228,174.205,387.558,0.559,0.803,
-106.859,219.093,390.102,0.559,1.117,
0.0,0.0,443.0,0.0,0.0,
0.0,0.0,117.0,0.0,0.0,
0.0,0.0,454.0,0.0,0.087,
-0.0,0.0,451.0,0.0,0.122,
0.0,0.0,460.0,0.0,0.175,
0.0,0.0,460.0,0.0,0.209,
-0.0,0.0,459.0,0.0,0.244,
0.0,0.0,464.0,0.0,0.314,
0.0,0.0,120.0,0.0,0.314,
-0.0,0.0,447.0,0.0,0.332,
-0.0,0.0,115.0,0.0,0.367,
0.0,0.0,326.0,0.0,0.401,
-0.0,0.0,119.0,0.0,0.401,
-0.0,0.0,294.0,0.0,0.436,
0.0,0.0,116.0,0.0,0.454,
-0.0,0.0,229.0,0.0,0.559,
-0.0,0.0,232.0,0.0,0.593,
0.0,0.0,218.0,0.0,0.611,
-0.0,0.0,121.0,0.0,0.611,
0.0,0.0,216.0,0.0,0.646,
-0.0,0.0,120.0,0.0,0.681,
0.0,0.0,197.0,0.0,0.716,
-0.0,0.0,121.0,0.0,0.716,
0.0,0.0,185.0,0.0,0.75,
0.0,0.0,124.0,0.0,0.75,
-0.0,0.0,181.0,0.0,0.768,
0.0,0.0,182.0,0.0,0.803,
0.0,0.0,170.0,0.0,0.838,
-0.0,0.0,126.0,0.0,0.838,
-0.0,0.0,167.0,0.0,0.873,
0.0,0.0,129.0,0.0,0.873,
-0.0,0.0,160.0,0.0,0.908,
0.0,0.0,157.0,0.0,0.925,
-0.0,0.0,133.0,0.0,0.925,
-0.0,0.0,158.0,0.0,0.96,
-0.0,0.0,151.0,0.0,0.995,
-0.0,0.0,141.0,0.0,0.995,
0.0,0.0,148.0,0.0,1.03,
-0.0,0.0,143.0,0.0,1.03,
0.0,0.0,145.0,0.0,1.065,
-0.0,0.0,142.0,0.0,1.082,
0.0,0.0,136.0,0.0,1.152,
0.0,0.0,153.0,0.0,1.152,
-0.0,0.0,140.0,0.0,1.187,
0.0,0.0,158.0,0.0,1.187,
0.0,0.0,132.0,0.0,1.222,
-0.0,0.0,165.0,0.0,1.222,
0.0,0.0,131.0,0.0,1.239,
-0.0,0.0,166.0,0.0,1.239,
-0.0,0.0,130.0,0.0,1.274,
-0.0,0.0,130.0,0.0,1.309,
-0.0,0.0,181.0,0.0,1.309,
0.0,0.0,130.0,0.0,1.344,
-0.0,0.0,185.0,0.0,1.344,
-0.0,0.0,129.0,0.0,1.379,
0.0,0.0,199.0,0.0,1.379,
0.0,0.0,197.0,0.0,1.414,
0.0,0.0,126.0,0.0,1.431,
-0.0,0.0,196.0,0.0,1.431,
0.0,0.0,211.0,0.0,1.466,
-0.0,0.0,130.0,0.0,1.501,
-0.0,0.0,128.0,0.0,1.536,
0.0,0.0,229.0,0.0,1.536,
0.0,0.0,125.0,0.0,1.571,
-0.0,0.0,238.0,0.0,1.571,
0.0,0.0,129.0,0.0,1.588,
0.0,0.0,126.0,0.0,1.623,
0.0,0.0,94.0,0.0,1.623,
-0.0,0.0,127.0,0.0,1.658,
0.0,0.0,117.0,0.0,1.658,
-0.0,0.0,126.0,0.0,1.693,
-0.0,0.0,364.0,0.0,1.693,
0.0,0.0,129.0,0.0,1.728,
-0.0,0.0,153.0,0.0,1.728,
-0.0,0.0,126.0,0.0,1.78,
-0.0,0.0,106.0,0.0,1.78,
0.0,0.0,128.0,0.0,1.815,
-0.0,0.0,106.0,0.0,1.815,
0.0,0.0,128.0,0.0,1.85,
0.0,0.0,106.0,0.0,1.85,
0.0,0.0,129.0,0.0,1.937,
-0.0,0.0,429.0,0.0,1.937,
-0.0,0.0,139.0,0.0,2.007,
-0.0,0.0,131.0,0.0,2.042,
-0.0,0.0,140.0,0.0,2.059,
0.0,0.0,128.0,0.0,2.059,
-0.0,0.0,140.0,0.0,2.094,
0.0,0.0,134.0,0.0,2.164,
-0.0,0.0,146.0,0.0,2.199,
0.0,0.0,128.0,0.0,2.199,
0.0,0.0,150.0,0.0,2.217,
-0.0,0.0,123.0,0.0,2.217,
-0.0,0.0,124.0,0.0,2.251,
-0.0,0.0,156.0,0.0,2.286,
0.0,0.0,117.0,0.0,2.286,
-0.0,0.0,160.0,0.0,2.321,
-0.0,0.0,120.0,0.0,2.321,
0.0,0.0,163.0,0.0,2.356,
-0.0,0.0,122.0,0.0,2.356,
0.0,0.0,122.0,0.0,2.374,
0.0,0.0,124.0,0.0,2.409,
0.0,0.0,183.0,0.0,2.443,
-0.0,0.0,124.0,0.0,2.443,
0.0,0.0,188.0,0.0,2.478,
0.0,0.0,126.0,0.0,2.478,
0.0,0.0,131.0,0.0,2.513,
-0.0,0.0,184.0,0.0,2.531,
0.0,0.0,183.0,0.0,2.566,
-0.0,0.0,132.0,0.0,2.566,
0.0,0.0,104.0,0.0,2.601,
0.0,0.0,167.0,0.0,2.67,
0.0,0.0,162.0,0.0,2.688,
0.0,0.0,90.0,0.0,2.688,
-0.0,0.0,159.0,0.0,2.723,
0.0,0.0,82.0,0.0,2.723,
0.0,0.0,153.0,0.0,2.758,
-0.0,0.0,82.0,0.0,2.758,
0.0,0.0,145.0,0.0,2.793,
-0.0,0.0,74.0,0.0,2.793,
-0.0,0.0,140.0,0.0,2.827,
0.0,0.0,72.0,0.0,2.827,
-0.0,0.0,147.0,0.0,2.845,
-0.0,0.0,74.0,0.0,2.845,
0.0,0.0,139.0,0.0,2.88,
-0.0,0.0,72.0,0.0,2.88,
0.0,0.0,139.0,0.0,2.915,
0.0,0.0,72.0,0.0,2.915,
-0.0,0.0,133.0,0.0,2.95,
0.0,0.0,75.0,0.0,2.95,
0.0,0.0,138.0,0.0,2.985,
-0.0,0.0,75.0,0.0,2.985,
0.0,0.0,133.0,0.0,3.002,
-0.0,0.0,75.0,0.0,3.002,
-0.0,0.0,133.0,0.0,3.037,
0.0,0.0,73.0,0.0,3.037,
-0.0,0.0,134.0,0.0,3.072,
-0.0,0.0,73.0,0.0,3.072,
0.0,0.0,136.0,0.0,3.107,
-0.0,0.0,79.0,0.0,3.107,
4.816,0.0,137.916,0.035,3.142,
-0.0,0.0,0.0,0.035,3.142,
-4.185,0.146,119.927,0.035,3.107,
0.0,0.0,0.0,0.035,3.107,
-4.456,0.312,127.922,0.035,3.072,
0.0,0.0,0.0,0.035,3.072,
-4.165,0.438,119.927,0.035,3.037,
0.0,0.0,0.0,0.035,3.037,
3.94,0.554,113.931,0.035,3.002,
-0.0,0.0,0.0,0.035,3.002,
4.365,0.77,126.923,0.035,2.967,
-0.0,0.0,0.0,0.035,2.967,
4.317,0.839,125.923,0.035,2.95,
0.0,0.0,0.0,0.035,2.95,
-4.455,1.028,130.92,0.035,2.915,
0.0,0.0,0.0,0.035,2.915,
-4.45,1.192,131.92,0.035,2.88,
0.0,0.0,0.0,0.035,2.88,
4.072,1.245,121.926,0.035,2.845,
-0.0,0.0,0.0,0.035,2.845,
4.488,1.545,135.917,0.035,2.81,
-0.0,0.0,0.0,0.035,2.81,
4.231,1.54,128.921,0.035,2.793,
-0.0,0.0,0.0,0.035,2.793,
-4.239,1.713,130.92,0.035,2.758,
0.0,0.0,0.0,0.035,2.758,
-4.081,1.817,127.922,0.035,2.723,
0.0,0.0,0.0,0.035,2.723,
4.517,2.203,143.912,0.035,2.688,
-0.0,0.0,0.0,0.035,2.688,
4.715,2.507,152.907,0.035,2.653,
-0.0,0.0,0.0,0.035,2.653,
4.853,2.69,158.903,0.035,2.635,
-0.0,0.0,0.0,0.035,2.635,
-4.906,2.948,163.9,0.035,2.601,
0.0,0.0,0.0,0.035,2.601,
-5.005,3.25,170.896,0.035,2.566,
0.0,0.0,0.0,0.035,2.566,
-4.774,3.343,166.898,0.035,2.531,
-0.0,0.0,0.0,0.035,2.531,
4.85,3.655,173.894,0.035,2.496,
-2.369,1.785,84.948,0.035,2.496,
5.033,3.932,182.889,0.035,2.478,
2.228,1.74,80.951,0.035,2.478,
-4.839,4.06,180.89,0.035,2.443,
2.272,1.907,84.948,0.035,2.443,
4.513,4.063,173.894,0.035,2.409,
-2.36,2.125,90.945,0.035,2.409,
4.167,4.024,165.899,0.035,2.374,
-2.36,2.279,93.943,0.035,2.374,
-3.855,3.992,158.903,0.035,2.339,
2.352,2.435,96.941,0.035,2.339,
-3.665,3.931,153.906,0.035,2.321,
-2.475,2.654,103.937,0.035,2.321,
3.526,4.056,153.906,0.035,2.286,
-4.098,4.715,178.891,0.035,2.286,
3.272,4.041,148.909,0.035,2.251,
3.953,4.882,179.89,0.035,2.251,
-3.045,4.041,144.912,0.035,2.217,
3.802,5.045,180.89,0.035,2.217,
2.802,4.002,139.915,0.035,2.182,
-3.543,5.06,176.892,0.035,2.182,
2.81,4.166,143.912,0.035,2.164,
-3.513,5.208,179.89,0.035,2.164,
-2.46,3.936,132.919,0.035,2.129,
3.329,5.327,179.89,0.035,2.129,
-2.443,4.231,139.915,0.035,2.094,
-3.106,5.38,177.892,0.035,2.094,
2.277,4.283,138.915,0.035,2.059,
-2.884,5.423,175.893,0.035,2.059,
1.974,4.046,128.921,0.035,2.025,
2.784,5.709,181.889,0.035,2.025,
-1.873,4.017,126.923,0.035,2.007,
2.699,5.788,182.889,0.035,2.007,
1.718,4.048,125.923,0.035,1.972,
-2.455,5.783,179.89,0.035,1.972,
1.613,4.203,128.921,0.035,1.937,
-2.289,5.962,182.889,0.035,1.937,
-1.443,4.191,126.923,0.035,1.902,
2.159,6.27,189.884,0.035,1.902,
-1.286,4.205,125.923,0.035,1.868,
-1.959,6.408,191.883,0.035,1.868,
1.125,3.925,116.929,0.035,1.85,
-1.857,6.475,192.882,0.035,1.85,
1.055,4.233,124.924,0.035,1.815,
1.629,6.536,192.882,0.035,1.815,
-0.9,4.233,123.924,0.035,1.78,
1.56,7.339,214.869,0.035,1.78,
0.697,3.952,114.93,0.035,1.745,
-1.83,10.38,301.816,0.035,1.745,
0.588,4.182,120.926,0.035,1.71,
1.36,9.677,279.829,0.035,1.71,
-0.506,4.122,118.928,0.035,1.693,
1.204,9.803,282.828,0.035,1.693,
-0.365,4.172,119.927,0.035,1.658,
-0.767,8.761,251.846,0.035,1.658,
0.221,4.217,120.926,0.035,1.623,
-0.429,8.19,234.857,0.035,1.623,
0.073,4.187,119.927,0.035,1.588,
0.138,7.921,226.862,0.035,1.588,
0.071,4.083,116.929,0.035,1.553,
-0.13,7.467,213.87,0.035,1.553,
-0.15,4.29,122.925,0.035,1.536,
0.255,7.29,208.873,0.035,1.536,
-0.278,3.969,113.931,0.035,1.501,
-0.501,7.172,205.875,0.035,1.501,
0.42,3.991,114.93,0.035,1.466,
-0.7,6.664,191.883,0.035,1.466,
0.568,4.044,116.929,0.035,1.431,
0.894,6.359,183.888,0.035,1.431,
-0.709,4.021,116.929,0.035,1.396,
1.079,6.118,177.892,0.035,1.396,
0.832,4.282,124.924,0.035,1.379,
-1.199,6.166,179.89,0.035,1.379,
0.934,4.047,118.928,0.035,1.344,
-1.366,5.917,173.894,0.035,1.344,
-1.102,4.113,121.926,0.035,1.309,
1.49,5.562,164.899,0.035,1.309,
-1.275,4.172,124.924,0.035,1.274,
-1.653,5.407,161.901,0.035,1.274,
1.398,4.059,122.925,0.035,1.239,
-1.829,5.313,160.902,0.035,1.239,
1.516,4.165,126.923,0.035,1.222,
1.862,5.116,155.905,0.035,1.222,
-1.713,4.239,130.92,0.035,1.187,
1.935,4.789,147.91,0.035,1.187,
1.817,4.081,127.922,0.035,1.152,
-2.087,4.687,146.91,0.035,1.152,
1.958,4.015,127.922,0.035,1.117,
-2.188,4.486,142.913,0.035,1.117,
-2.261,4.252,137.916,0.035,1.082,
2.31,4.345,140.914,0.035,1.082,
-2.149,3.877,126.923,0.035,1.065,
-2.42,4.365,142.913,0.035,1.065,
2.445,4.068,135.917,0.035,1.03,
-2.516,4.188,139.915,0.035,1.03,
2.661,4.098,139.915,0.035,0.995,
2.623,4.039,137.916,0.035,0.995,
-2.863,4.088,142.913,0.035,0.96,
2.722,3.888,135.917,0.035,0.96,
3.045,4.041,144.912,0.035,0.925,
-2.793,3.707,132.919,0.035,0.925,
3.201,4.098,148.909,0.035,0.908,
-2.772,3.548,128.921,0.035,0.908,
-3.455,4.117,153.906,0.035,0.873,
2.871,3.422,127.922,0.035,0.873,
-3.643,4.046,155.905,0.035,0.838,
-3.012,3.346,128.921,0.035,0.838,
3.903,4.042,160.902,0.035,0.803,
-3.03,3.138,124.924,0.035,0.803,
-4.192,4.049,166.898,0.035,0.768,
2.987,2.885,118.928,0.035,0.768,
-4.467,4.165,174.893,0.035,0.75,
3.063,2.856,119.927,0.035,0.75,
4.504,3.915,170.896,0.035,0.716,
