x,y,z,theta,omega,Distance
-2.061,2.134,84.948,0.035,2.339,136.999799401313
3.689,3.956,154.906,0.035,2.321,134.00023666023878
-2.19,2.348,91.944,0.035,2.321,133.0004366947718
-3.412,3.925,148.909,0.035,2.286,131.9994993399596
2.221,2.555,96.941,0.035,2.286,130.99958028177036
-3.119,3.851,141.913,0.035,2.251,130.9996043581812
2.372,2.929,107.934,0.035,2.251,128.00015886318266
2.919,3.874,138.915,0.035,2.217,134.00017401854373
-2.331,3.094,110.932,0.035,2.217,128.0001724256651
2.742,3.917,136.917,0.035,2.182,128.0001282108733
2.182,3.116,108.934,0.035,2.182,128.9999047557788
-2.615,3.877,133.918,0.035,2.164,126.00040938822382
2.127,3.154,108.934,0.035,2.164,129.00004186821027
-2.515,4.025,135.917,0.035,2.129,128.00017728893974
-1.664,2.664,89.945,0.035,2.129,124.9994865309454
2.268,3.929,129.921,0.035,2.094,128.0000081679685
-1.71,2.962,97.94,0.035,2.094,126.0004851657326
-2.146,4.037,130.92,0.035,2.059,124.99957496327737
1.688,3.174,102.937,0.035,2.059,126.00041591598021
-1.989,4.078,129.921,0.035,2.025,129.9998597114628
1.576,3.231,102.937,0.035,2.025,128.99995147673505
1.844,3.954,124.924,0.035,2.007,129.0000493565797
-1.608,3.448,108.934,0.035,2.007,131.99951813169622
1.691,3.984,123.924,0.035,1.972,133.0004366947718
2.482,5.847,181.889,0.035,1.972,130.99961915593494
-1.588,4.138,126.923,0.035,1.937,136.99990268609685
2.339,6.093,186.886,0.035,1.937,133.00024493586469
-1.398,4.059,122.925,0.035,1.902,136.99968043028423
-2.091,6.072,183.888,0.035,1.902,139.0005225961399
1.214,3.972,118.928,0.035,1.868,141.00020591828937
-1.959,6.408,191.883,0.035,1.868,180.00037189406027
-1.174,4.093,121.926,0.035,1.85,164.99952825690139
2.193,7.649,227.861,0.035,1.85,102.99975337349115
-0.988,3.962,116.929,0.035,1.815,102.0000420539129
1.638,6.569,193.882,0.035,1.815,96.99971233462499
0.784,3.687,107.934,0.035,1.78,94.00017606366491
-1.422,6.691,195.881,0.035,1.78,93.00022512875977
0.721,4.09,118.928,0.035,1.745,93.00013006442518
1.879,10.654,309.811,0.035,1.745,90.9996080760791
-0.568,4.044,116.929,0.035,1.71,94.0001139414203
1.384,9.85,284.826,0.035,1.71,90.99971648856935
-0.51,4.157,119.927,0.035,1.693,90.99951816355953
-1.191,9.699,279.829,0.035,1.693,90.99966489498739
0.368,4.207,120.926,0.035,1.658,0.0
-0.794,9.074,260.841,0.035,1.658,0.0
0.199,3.799,108.934,0.035,1.623,0.0
0.44,8.399,240.853,0.035,1.623,0.0
-0.068,3.908,111.932,0.035,1.588,0.0
0.14,8.026,229.86,0.035,1.588,0.0
-0.066,3.803,108.934,0.035,1.553,0.0
0.129,7.398,211.871,0.035,1.553,0.0
-0.138,3.941,112.931,0.035,1.536,0.0
-0.258,7.394,211.871,0.035,1.536,195.0002386690847
0.273,3.899,111.932,0.035,1.501,190.99956031624782
-0.501,7.172,205.875,0.035,1.501,190.9995437690886
0.412,3.922,112.931,0.035,1.466,161.00034029156583
0.7,6.664,191.883,0.035,1.466,166.99964513135947
-0.559,3.974,114.93,0.035,1.431,175.999927755667
0.908,6.463,186.886,0.035,1.431,179.0000240614509
0.685,3.884,112.931,0.035,1.396,179.00013449715618
-1.103,6.255,181.889,0.035,1.396,181.0005061760878
0.752,3.871,112.931,0.035,1.379,189.00020321153096
-1.219,6.269,182.889,0.035,1.379,193.99967163374274
-0.903,3.911,114.93,0.035,1.344,193.99960958208138
1.397,6.053,177.892,0.035,1.344,195.0003268612645
-1.057,3.944,116.929,0.035,1.309,195.00027342801343
-1.545,5.764,170.896,0.035,1.309,189.9999080683988
1.265,4.138,123.924,0.035,1.274,168.00031572886996
-1.694,5.54,165.899,0.035,1.274,175.0001560027876
1.363,3.96,119.927,0.035,1.239,162.99979145078683
1.863,5.412,163.9,0.035,1.239,165.99988564453892
-1.516,4.165,126.923,0.035,1.222,158.99988373266189
1.886,5.182,157.904,0.035,1.222,155.9997451920996
1.608,3.98,122.925,0.035,1.187,148.99980144282074
-2.013,4.983,153.906,0.035,1.187,149.9995608526905
1.774,3.985,124.924,0.035,1.152,149.99962637286802
-2.129,4.782,149.909,0.035,1.152,145.9998907191372
-1.912,3.921,124.924,0.035,1.117,142.9995965378924
2.218,4.548,144.912,0.035,1.117,137.00046395176918
-2.13,4.006,129.921,0.035,1.082,138.0001004746011
-2.327,4.376,141.913,0.035,1.082,139.99971916400403
2.267,4.09,133.918,0.035,1.065,134.0002417348566
-2.403,4.334,141.913,0.035,1.065,132.99973291326566
2.445,4.068,135.917,0.035,1.03,134.00035404803975
2.498,4.158,138.915,0.035,1.03,131.0002038242689
-2.661,4.098,139.915,0.035,0.995,131.00016515256763
2.49,3.834,130.92,0.035,0.995,129.999675899596
-2.802,4.002,139.915,0.035,0.96,125.99972324969607
-2.642,3.774,131.92,0.035,0.96,125.00005986398567
2.982,3.958,141.913,0.035,0.925,125.99976309104713
-2.73,3.623,129.921,0.035,0.925,125.99971291237135
-3.158,4.043,146.91,0.035,0.908,127.00043610948744
2.707,3.465,125.923,0.035,0.908,128.00007158201123
-3.343,3.983,148.909,0.035,0.873,128.99981572855054
2.916,3.475,129.921,0.035,0.873,128.00011161713883
3.69,4.098,157.904,0.035,0.838,125.99976344819065
-3.012,3.346,128.921,0.035,0.838,128.00005855076785
3.83,3.967,157.904,0.035,0.803,128.0002403474306
3.03,3.138,124.924,0.035,0.803,129.9995474953663
-4.167,4.024,165.899,0.035,0.768,128.99997470542388
3.163,3.055,125.923,0.035,0.768,128.9998259223632
-4.365,4.07,170.896,0.035,0.75,128.99995030231602
-3.088,2.88,120.926,0.035,0.75,132.99973289446862
4.425,3.847,167.898,0.035,0.716,132.0000207803014
-3.213,2.793,121.926,0.035,0.716,131.0003426064222
-5.018,4.063,184.887,0.035,0.681,131.9999139166386
3.173,2.57,116.929,0.035,0.681,138.00020305419847
-5.351,4.033,191.883,0.035,0.646,138.99990610788197
3.205,2.415,114.93,0.035,0.646,139.99974323905028
5.718,4.004,199.878,0.035,0.611,141.00022435797754
-3.288,2.302,114.93,0.035,0.611,145.00007366205026
6.076,4.098,209.872,0.035,0.593,141.0002946521744
3.327,2.244,114.93,0.035,0.593,148.00022779036527
-6.156,3.847,207.873,0.035,0.559,152.99986902608774
3.404,2.127,114.93,0.035,0.559,158.00035752807648
-6.861,3.961,226.862,0.035,0.524,159.9998008561261
-3.597,2.077,118.928,0.035,0.524,162.99986805209383
6.933,3.686,224.863,0.035,0.489,169.99971563799747
-3.605,1.917,116.929,0.035,0.489,176.99955591187228
-7.779,3.794,247.849,0.035,0.454,185.00022264310928
3.482,1.698,110.932,0.035,0.454,188.00028969392574
-8.382,3.909,264.839,0.035,0.436,196.00005046938128
3.669,1.711,115.929,0.035,0.436,199.99970071477608
8.674,3.682,269.836,0.035,0.401,213.99984054900602
-3.727,1.582,115.929,0.035,0.401,219.00026046331544
10.263,3.94,314.808,0.035,0.367,229.00033120500066
3.779,1.451,115.929,0.035,0.367,240.000170189523
-16.037,5.522,485.704,0.035,0.332,243.0001834587785
3.762,1.295,113.931,0.035,0.332,261.99964092723485
-14.451,4.418,432.736,0.035,0.297,277.9997872337316
-3.871,1.184,115.929,0.035,0.297,286.0003583406846
15.499,4.444,461.719,0.035,0.279,307.9999697711024
-3.858,1.106,114.93,0.035,0.279,442.0003375858439
15.374,3.833,453.723,0.035,0.244,467.99953204250113
4.064,1.013,119.927,0.035,0.244,493.9999374058665
-15.293,3.251,447.727,0.035,0.209,490.00021035709767
3.96,0.842,115.929,0.035,0.209,480.99988385029786
15.535,2.739,451.725,0.035,0.175,479.99994752499714
-4.09,0.721,118.928,0.035,0.175,484.999509267793
15.725,2.21,454.723,0.035,0.14,482.00040889920416
-4.285,0.602,123.924,0.035,0.14,479.00043380356135
-15.726,1.931,453.723,0.035,0.122,129.9996308033219
4.399,0.54,126.923,0.035,0.122,132.99974994713335
-15.854,1.387,455.722,0.035,0.087,133.0002507666809
-4.485,0.392,128.921,0.035,0.087,137.00026123697722
15.753,0.826,451.725,0.035,0.052,129.00009842631903
-4.531,0.237,129.921,0.035,0.052,126.99984696841173
15.493,0.27,443.73,0.035,0.017,125.00031907559276
4.641,0.081,132.919,0.035,0.017,122.99983673566399
-31.321,0.0,447.906,0.07,0.0,121.00022833862752
9.487,0.0,135.669,0.07,0.0,122.00011716797653
-31.525,0.55,450.899,0.07,0.017,121.00023574770422
31.271,2.736,448.904,0.07,0.087,115.99955702501626
8.825,0.772,126.691,0.07,0.087,114.9999159086649
-31.226,3.834,449.901,0.07,0.122,119.99953182408672
8.724,1.071,125.693,0.07,0.122,114.99996640869075
-31.624,5.009,457.882,0.07,0.157,119.99959494098303
-8.337,1.32,120.705,0.07,0.157,117.00032755937053
31.807,5.608,461.872,0.07,0.175,118.99981975616602
-8.381,1.478,121.703,0.07,0.175,118.9997513526814
-31.455,6.686,459.877,0.07,0.209,117.0004089309093
8.256,1.755,120.705,0.07,0.209,117.00037147376926
-30.864,7.695,454.889,0.07,0.244,117.00038408483965
8.122,2.025,119.708,0.07,0.244,118.99992376888314
30.979,8.883,460.875,0.07,0.279,119.9996128868756
-7.979,2.288,118.71,0.07,0.279,119.99960867436194
30.517,9.916,458.879,0.07,0.314,122.99984082510025
7.895,2.565,118.71,0.07,0.314,125.00036227547503
7.651,2.634,115.717,0.07,0.332,126.00010446821065
28.459,10.924,435.935,0.07,0.367,126.99970728312722
-7.619,2.925,116.715,0.07,0.367,130.00000563846143
20.355,8.64,316.228,0.07,0.401,130.00008801920097
-7.448,3.162,115.717,0.07,0.401,136.00039582662987
-18.524,8.638,292.286,0.07,0.436,136.00034289662653
7.523,3.508,118.71,0.07,0.436,141.0000482411265
7.21,3.517,114.72,0.07,0.454,144.00027413862796
16.137,8.58,261.362,0.07,0.489,145.99983523963306
-7.391,3.93,119.708,0.07,0.489,149.99986663327402
14.801,8.545,244.403,0.07,0.524,151.00037550284438
7.31,4.22,120.705,0.07,0.524,157.9995929456782
7.158,4.473,120.705,0.07,0.559,160.00009552809647
-13.301,8.972,229.44,0.07,0.593,167.99999612499994
-6.94,4.681,119.708,0.07,0.593,171.99986131971153
12.171,8.522,212.481,0.07,0.611,172.00006605521986
-6.686,4.681,116.715,0.07,0.611,183.00024062552487
-11.978,9.026,214.476,0.07,0.646,183.0001193305622
6.685,5.038,119.708,0.07,0.646,190.00031684710424
-11.059,8.955,203.503,0.07,0.681,199.9997852248847
-6.614,5.356,121.703,0.07,0.681,210.99966381252838
-6.475,5.629,122.7,0.07,0.716,209.00043024836097
6.275,5.852,122.7,0.07,0.75,226.99962459220058
6.272,6.057,124.696,0.07,0.768,224.0002657185924
8.625,8.932,177.566,0.07,0.803,247.00035967787576
-6.154,6.373,126.691,0.07,0.803,247.0002294492861
-6.208,6.895,132.676,0.07,0.838,278.0003711975939
-7.309,8.71,162.603,0.07,0.873,278.00018695137595
6.008,7.16,133.674,0.07,0.873,312.0004391102679
-5.97,7.641,138.661,0.07,0.908,199.99978279238206
6.202,8.857,154.622,0.07,0.96,193.00045883106083
5.642,8.057,140.657,0.07,0.96,190.00013437100512
5.281,8.132,138.661,0.07,0.995,132.00033250715697
-5.317,8.849,147.639,0.07,1.03,129.00029461206668
-4.862,9.969,158.613,0.07,1.117,133.00027309746397
-4.454,10.005,156.618,0.07,1.152,130.00007312690252
4.468,11.06,170.583,0.07,1.187,132.00057315784656
4.175,11.471,174.574,0.07,1.222,133.99989964921616
3.691,12.074,180.559,0.07,1.274,133.00016833823932
3.268,12.196,180.559,0.07,1.309,136.00047421240853
-3.044,13.186,193.527,0.07,1.344,137.00006276275934
-2.675,13.763,200.51,0.07,1.379,140.0003411245844
2.248,14.193,205.498,0.07,1.414,145.99985272595313
-1.641,15.609,224.452,0.07,1.466,149.0001058422443
0.604,17.289,247.396,0.07,1.536,148.9998881207634
0.32,18.343,262.359,0.07,1.588,149.00010091607322
-1.921,21.959,315.23,0.07,1.658,148.99990130533646
-2.172,13.711,198.515,0.07,1.728,156.00012260572106
4.674,8.095,133.674,0.07,2.094,157.99976470235643
3.558,6.162,101.752,0.07,2.094,161.9997698331698
-5.138,8.223,138.661,0.07,2.129,171.00016656424637
-5.5,8.154,140.657,0.07,2.164,169.99955894354548
-6.409,7.915,145.644,0.07,2.251,178.00038095183953
-4.346,5.367,98.759,0.07,2.251,187.99982107172337
7.185,8.265,156.618,0.07,2.286,194.00019872927967
7.517,8.061,157.615,0.07,2.321,199.99975216984646
-7.991,7.991,161.605,0.07,2.356,198.00002403282684
8.813,7.935,169.586,0.07,2.409,190.99999098167518
-4.666,4.201,89.781,0.07,2.409,180.99958104371402
-9.512,7.981,177.566,0.07,2.443,183.00014496442344
-9.949,7.773,180.559,0.07,2.478,176.9996234967747
-4.947,3.865,89.781,0.07,2.478,176.99974487269748
10.948,7.954,193.527,0.07,2.513,171.99988086623782
-8.522,6.191,150.632,0.07,2.513,187.9999013669954
-10.971,7.682,191.532,0.07,2.531,160.00023196545683
-10.764,6.991,183.552,0.07,2.566,159.0003168738981
11.233,7.294,191.532,0.07,2.566,149.99987771328347
10.583,6.359,176.569,0.07,2.601,146.99944463160398
0.0,0.0,0.0,0.07,2.601,148.0002940064647
10.86,6.02,177.566,0.07,2.635,145.00003632068513
-0.0,0.0,0.0,0.07,2.635,142.99956167764992
10.877,5.542,174.574,0.07,2.67,145.99961223236178
0.0,0.0,0.0,0.07,2.67,140.00007749997854
-10.345,5.046,164.598,0.07,2.688,144.9997258238787
0.0,0.0,0.0,0.07,2.688,141.99997418661738
-10.451,4.653,163.601,0.07,2.723,142.99980623063794
0.0,0.0,0.0,0.07,2.723,91.9999292499728
9.896,3.998,152.627,0.07,2.758,155.00032593836696
-0.0,0.0,0.0,0.07,2.758,156.000129493536
9.308,3.388,141.654,0.07,2.793,153.00047017574815
-0.0,0.0,0.0,0.07,2.793,159.00004691194275
9.752,3.169,146.642,0.07,2.827,156.00013669865805
0.0,0.0,0.0,0.07,2.827,159.99992869373412
-9.406,2.876,140.657,0.07,2.845,162.99980505816563
0.0,0.0,0.0,0.07,2.845,165.99960591820692
-9.366,2.51,138.661,0.07,2.88,173.00003963872376
0.0,0.0,0.0,0.07,2.88,178.99972644113174
8.768,2.024,128.686,0.07,2.915,181.9998113185835
-0.0,0.0,0.0,0.07,2.915,188.00023896527367
8.902,1.73,129.683,0.07,2.95,188.00044151809857
-0.0,0.0,0.0,0.07,2.95,194.0002259921364
9.094,1.44,131.678,0.07,2.985,197.99981664132923
-0.0,0.0,0.0,0.07,2.985,91.99986101619936
-9.533,1.34,137.664,0.07,3.002,125.99999445238083
0.0,0.0,0.0,0.07,3.002,179.99981932490934
-9.782,1.028,140.657,0.07,3.037,178.9999022262303
0.0,0.0,0.0,0.07,3.037,179.9998571249433
9.533,0.667,136.666,0.07,3.072,179.99984090270746
-0.0,0.0,0.0,0.07,3.072,178.99982446360107
9.621,0.336,137.664,0.07,3.107,179.99983237214417
-0.0,0.0,0.0,0.07,3.107,178.99998217318347
14.634,0.0,139.233,0.105,3.142,179.99988725552024
-0.0,0.0,0.0,0.105,3.142,177.00005081920173
14.834,0.518,141.222,0.105,3.107,179.99987199162115
-0.0,0.0,0.0,0.105,3.107,181.99974049706776
-14.181,0.992,135.255,0.105,3.072,182.99978145068917
0.0,0.0,0.0,0.105,3.072,181.99961972762472
-14.242,1.497,136.249,0.105,3.037,182.9997146281928
0.0,0.0,0.0,0.105,3.037,183.99963599420516
14.388,2.022,138.239,0.105,3.002,184.99952387776568
-0.0,0.0,0.0,0.105,3.002,188.00040658200714
0.0,0.0,231.0,0.0,0.0,190.00035257335708
-0.0,0.0,109.0,0.0,0.0,192.0002153280043
-0.0,0.0,443.0,0.0,0.052,315.0001046063319
0.0,0.0,137.0,0.0,0.052,300.99999689202656
-0.0,0.0,445.0,0.0,0.087,280.00026048023597
0.0,0.0,445.0,0.0,0.122,271.99959649602425
-0.0,0.0,125.0,0.0,0.122,250.99978615329536
0.0,0.0,452.0,0.0,0.157,234.99959354432934
-0.0,0.0,454.0,0.0,0.175,225.00019519324866
0.0,0.0,454.0,0.0,0.209,212.0001316721289
-0.0,0.0,122.0,0.0,0.209,211.00011771086764
0.0,0.0,121.0,0.0,0.244,195.00011715124683
0.0,0.0,119.0,0.0,0.279,193.00021831075736
-0.0,0.0,119.0,0.0,0.314,184.9996202833941
-0.0,0.0,285.0,0.0,0.436,176.9999881299431
0.0,0.0,274.0,0.0,0.454,131.99963834041364
0.0,0.0,117.0,0.0,0.489,128.99972910824272
0.0,0.0,230.0,0.0,0.559,130.9995403961403
0.0,0.0,117.0,0.0,0.559,130.99964870563585
-0.0,0.0,232.0,0.0,0.593,133.00057883708627
-0.0,0.0,217.0,0.0,0.611,133.00057648747242
-0.0,0.0,119.0,0.0,0.611,134.00027579076095
-0.0,0.0,199.0,0.0,0.716,139.00014008985747
-0.0,0.0,122.0,0.0,0.716,142.9999818391597
0.0,0.0,189.0,0.0,0.75,139.0001453560391
0.0,0.0,179.0,0.0,0.768,142.99995442656618
0.0,0.0,172.0,0.0,0.838,142.99977653828694
0.0,0.0,167.0,0.0,0.873,151.00046862510064
-0.0,0.0,159.0,0.0,0.908,153.0003736629424
0.0,0.0,134.0,0.0,0.908,164.9996627208674
-0.0,0.0,153.0,0.0,0.925,161.999822611014
-0.0,0.0,133.0,0.0,0.925,161.99972485779102
-0.0,0.0,137.0,0.0,0.96,172.00041733670298
0.0,0.0,147.0,0.0,0.995,179.9998571249433
0.0,0.0,140.0,0.0,0.995,187.00036322959377
-0.0,0.0,144.0,0.0,1.03,188.0003814411024
0.0,0.0,143.0,0.0,1.03,197.999790419081
0.0,0.0,143.0,0.0,1.065,200.9995787781656
-0.0,0.0,144.0,0.0,1.065,212.9999120258034
0.0,0.0,146.0,0.0,1.082,224.0003308345771
-0.0,0.0,142.0,0.0,1.117,228.00012867759526
0.0,0.0,149.0,0.0,1.117,239.0004447548163
0.0,0.0,134.0,0.0,1.152,245.00004150815974
-0.0,0.0,150.0,0.0,1.152,259.0002208995197
0.0,0.0,136.0,0.0,1.187,278.00032560412586
-0.0,0.0,159.0,0.0,1.187,289.999594727303
-0.0,0.0,138.0,0.0,1.222,300.9999129717482
0.0,0.0,164.0,0.0,1.222,437.00023370474304
-0.0,0.0,136.0,0.0,1.239,463.99984321333557
-0.0,0.0,167.0,0.0,1.239,490.00043806306945
0.0,0.0,131.0,0.0,1.274,488.0004434639378
-0.0,0.0,174.0,0.0,1.274,124.00007746368547
-0.0,0.0,128.0,0.0,1.309,124.99987515193766
0.0,0.0,182.0,0.0,1.309,128.99965319720823
-0.0,0.0,132.0,0.0,1.344,131.99949832480425
0.0,0.0,188.0,0.0,1.344,129.9995581954031
0.0,0.0,132.0,0.0,1.379,134.00054909215856
-0.0,0.0,197.0,0.0,1.379,134.0004167792026
0.0,0.0,130.0,0.0,1.414,134.00028030567697
0.0,0.0,196.0,0.0,1.414,134.00027439151012
-0.0,0.0,127.0,0.0,1.431,130.00006974228899
0.0,0.0,197.0,0.0,1.431,125.00045047918827
0.0,0.0,128.0,0.0,1.466,122.99985722755942
-0.0,0.0,211.0,0.0,1.466,122.99997514633894
0.0,0.0,129.0,0.0,1.501,121.99970216766924
-0.0,0.0,217.0,0.0,1.501,120.00003155832918
-0.0,0.0,127.0,0.0,1.536,121.00015032222068
0.0,0.0,228.0,0.0,1.536,120.0000722791449
-0.0,0.0,130.0,0.0,1.571,445.9999234899038
-0.0,0.0,239.0,0.0,1.571,443.0000303171547
-0.0,0.0,127.0,0.0,1.588,120.00003307499546
0.0,0.0,242.0,0.0,1.588,115.99961273211217
0.0,0.0,126.0,0.0,1.623,116.99982075199945
-0.0,0.0,258.0,0.0,1.623,243.99982025608134
0.0,0.0,127.0,0.0,1.658,238.00023556500946
-0.0,0.0,128.0,0.0,1.693,232.99967175298767
0.0,0.0,364.0,0.0,1.693,119.9999052082959
-0.0,0.0,127.0,0.0,1.728,122.99962447910156
-0.0,0.0,378.0,0.0,1.728,122.99982356897914
0.0,0.0,128.0,0.0,1.745,125.00042601527404
-0.0,0.0,393.0,0.0,1.745,125.00030952761678
0.0,0.0,130.0,0.0,1.78,183.00006641802074
0.0,0.0,415.0,0.0,1.78,170.00034712023384
-0.0,0.0,127.0,0.0,1.815,167.00012381133135
0.0,0.0,415.0,0.0,1.815,164.000453017667
0.0,0.0,130.0,0.0,1.85,161.00042400875842
-0.0,0.0,411.0,0.0,1.85,160.0002802310046
0.0,0.0,128.0,0.0,1.885,151.00035625454663
0.0,0.0,400.0,0.0,1.885,148.99980647302868
-0.0,0.0,129.0,0.0,1.902,151.0004555622267
0.0,0.0,398.0,0.0,1.902,154.00043632730393
-0.0,0.0,131.0,0.0,1.937,141.00047648855661
-0.0,0.0,437.0,0.0,1.937,137.00017692689306
0.0,0.0,134.0,0.0,1.972,135.99999228308803
-0.0,0.0,431.0,0.0,1.972,181.99998615659288
-0.0,0.0,133.0,0.0,2.007,184.99992418647096
0.0,0.0,434.0,0.0,2.007,190.0002652945516
-0.0,0.0,139.0,0.0,2.042,131.0002446180922
0.0,0.0,430.0,0.0,2.042,128.00049304201917
0.0,0.0,138.0,0.0,2.059,125.99960313429561
-0.0,0.0,431.0,0.0,2.059,128.9996381894151
0.0,0.0,140.0,0.0,2.094,127.00000250787399
0.0,0.0,428.0,0.0,2.094,130.00009218842885
-0.0,0.0,144.0,0.0,2.129,128.00035406591655
0.0,0.0,430.0,0.0,2.129,128.00046329213032
0.0,0.0,146.0,0.0,2.164,129.99981182294073
-0.0,0.0,426.0,0.0,2.164,128.9997666393238
0.0,0.0,144.0,0.0,2.199,129.999864807622
-0.0,0.0,431.0,0.0,2.199,190.99960886347387
-0.0,0.0,149.0,0.0,2.217,190.0004604757578
0.0,0.0,426.0,0.0,2.217,187.99990287231535
-0.0,0.0,146.0,0.0,2.251,187.99978578179287
-0.0,0.0,428.0,0.0,2.251,183.99971500521406
0.0,0.0,157.0,0.0,2.286,187.9999197047701
-0.0,0.0,414.0,0.0,2.286,183.9996813095066
0.0,0.0,159.0,0.0,2.321,183.00023559547677
0.0,0.0,421.0,0.0,2.321,179.00008477651625
0.0,0.0,423.0,0.0,2.356,180.9996216708753
0.0,0.0,171.0,0.0,2.374,178.99990953629
-0.0,0.0,421.0,0.0,2.374,180.0004400133511
0.0,0.0,171.0,0.0,2.409,177.00044518870567
-0.0,0.0,431.0,0.0,2.409,167.99968774078124
0.0,0.0,179.0,0.0,2.443,178.99989969550262
0.0,0.0,432.0,0.0,2.443,179.00007149998572
-0.0,0.0,0.0,0.0,2.513,177.00061041985137
0.0,0.0,187.0,0.0,2.531,180.00031309694992
-0.0,0.0,0.0,0.0,2.531,180.00029401642655
0.0,0.0,185.0,0.0,2.566,171.99989489240977
-0.0,0.0,0.0,0.0,2.566,167.99979026475003
-0.0,0.0,177.0,0.0,2.601,181.99981476913652
0.0,0.0,0.0,0.0,2.601,187.99984142014588
-0.0,0.0,177.0,0.0,2.635,195.00013398200525
0.0,0.0,0.0,0.0,2.635,196.0002869105043
-0.0,0.0,172.0,0.0,2.67,194.99985367173997
-0.0,0.0,0.0,0.0,2.67,197.99969841896223
0.0,0.0,167.0,0.0,2.688,184.99978709447208
-0.0,0.0,0.0,0.0,2.688,180.9996216708753
0.0,0.0,164.0,0.0,2.723,177.00045378755388
-0.0,0.0,0.0,0.0,2.723,180.9997348423472
-0.0,0.0,134.0,0.0,2.758,170.99966017217696
0.0,0.0,0.0,0.0,2.758,164.99970273306556
-0.0,0.0,148.0,0.0,2.793,156.00007097434283
0.0,0.0,0.0,0.0,2.793,150.00003945666148
-0.0,0.0,142.0,0.0,2.827,154.00016613302725
0.0,0.0,0.0,0.0,2.827,150.00008313664364
0.0,0.0,139.0,0.0,2.845,147.00007647276922
-0.0,0.0,0.0,0.0,2.845,149.9999901099997
0.0,0.0,138.0,0.0,2.88,138.00025205049445
-0.0,0.0,0.0,0.0,2.88,138.00033202858606
-0.0,0.0,139.0,0.0,2.915,137.00024472240918
0.0,0.0,0.0,0.0,2.915,138.00038113353165
-0.0,0.0,137.0,0.0,2.95,184.9999055270029
0.0,0.0,0.0,0.0,2.95,137.99957142324754
-0.0,0.0,136.0,0.0,2.985,142.9996418946565
0.0,0.0,0.0,0.0,2.985,131.9996910375172
0.0,0.0,132.0,0.0,3.002,132.9996534769922
-0.0,0.0,0.0,0.0,3.002,93.99973901027599
0.0,0.0,133.0,0.0,3.037,150.00055549563808
-0.0,0.0,0.0,0.0,3.037,147.00001265646205
-0.0,0.0,131.0,0.0,3.072,141.00019124100507
0.0,0.0,0.0,0.0,3.072,143.9995124158412
-0.0,0.0,129.0,0.0,3.107,147.99971442540019
0.0,0.0,0.0,0.0,3.107,147.999698570639
-4.816,0.0,137.916,0.035,3.142,152.99982223192288
0.0,0.0,0.0,0.035,3.142,166.00063222469967
-4.29,0.15,122.925,0.035,3.107,174.9996883825797
-0.0,0.0,0.0,0.035,3.107,177.00028492632435
4.317,0.302,123.924,0.035,3.072,191.9999268489444
-0.0,0.0,0.0,0.035,3.072,186.9996753954402
4.824,0.507,138.915,0.035,3.037,190.9997593846652
-0.0,0.0,0.0,0.035,3.037,195.00025119471
-4.182,0.588,120.926,0.035,3.002,192.99947694488708
0.0,0.0,0.0,0.035,3.002,186.9996575638576
-5.774,1.018,167.898,0.035,2.967,178.0004243730896
0.0,0.0,0.0,0.035,2.967,180.99962838635884
-5.858,1.139,170.896,0.035,2.95,163.99979983219492
0.0,0.0,0.0,0.035,2.95,178.00021710660917
5.645,1.303,165.899,0.035,2.915,175.99974592311204
-0.0,0.0,0.0,0.035,2.915,179.00006271786611
4.955,1.328,146.91,0.035,2.88,147.99983029044324
-0.0,0.0,0.0,0.035,2.88,142.99959990853122
-5.774,1.765,172.895,0.035,2.845,183.00037309798034
0.0,0.0,0.0,0.035,2.845,184.0002722932768
-4.521,1.557,136.917,0.035,2.81,132.99943390481027
0.0,0.0,0.0,0.035,2.81,134.00021694758556
-4.657,1.695,141.913,0.035,2.793,130.9998880381201
0.0,0.0,0.0,0.035,2.793,189.00022019299342
4.239,1.713,130.92,0.035,2.758,132.99962730022966
-0.0,0.0,0.0,0.035,2.758,299.99999145833317
4.145,1.845,129.921,0.035,2.723,277.9998654927732
-0.0,0.0,0.0,0.035,2.723,271.99982361942807
4.454,2.172,141.913,0.035,2.688,255.00005651175843
0.0,0.0,0.0,0.035,2.688,234.99983986590289
-4.53,2.408,146.91,0.035,2.653,223.99979066508075
0.0,0.0,0.0,0.035,2.653,213.99982898591298
-4.792,2.656,156.904,0.035,2.635,196.99990064210692
0.0,0.0,0.0,0.035,2.635,190.9999289764266
4.667,2.804,155.905,0.035,2.601,185.00007094593232
-0.0,0.0,0.0,0.035,2.601,179.99999487499994
4.625,3.003,157.904,0.035,2.566,178.0002900980782
-0.0,0.0,0.0,0.035,2.566,129.99989804996002
4.803,3.363,167.898,0.035,2.531,130.0000916961215
-4.231,2.963,147.91,0.035,2.531,132.99952529990475
-4.766,3.592,170.896,0.035,2.496,156.00014886531358
0.0,0.0,0.0,0.035,2.496,150.0003279496415
-4.813,3.76,174.893,0.035,2.478,148.99976775149685
2.283,1.783,82.949,0.035,2.478,146.99998385033925
4.652,3.903,173.894,0.035,2.443,143.99953285340894
-2.299,1.929,85.948,0.035,2.443,141.0000018794326
4.461,4.017,171.895,0.035,2.409,153.00000655555542
2.075,1.868,79.951,0.035,2.409,161.00040008956498
-4.167,4.024,165.899,0.035,2.374,128.00045415935054
2.234,2.158,88.946,0.035,2.374,128.0006702365265
